Time,Detected Intent,Original Transcription,Final Response,Log Count
"2026-01-12 10:02:15","unknown","بہت شکریہ","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '25b7513b-ae0d-4d3f-8744-0bcd3ab0267d.wav'}","19"
"2026-01-12 10:02:03","unknown","What about the insurance?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '495cc416-c91e-4aac-b24c-e9820a8a7330.wav'}","17"
"2026-01-12 09:59:28","unknown","Open the my current balance.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '24dd67f7-7e9d-46c3-9ca3-8d2e3e0608c8.wav'}","17"
"2026-01-12 09:57:59","unknown","سبحانی","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '5263ce00-e1ce-4ab0-bb3d-4f9d0f65a4be.wav'}","19"
"2026-01-12 09:57:23","mobile_topup","شو بیلنس","{'type': 'mobile_topup', 'id': '', 'amount': 0, 'detected_language': 'english', 'name': '', 'bankName': '', 'mobileNumber': '', 'billType': '', 'billName': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '94913b5c-da6a-4fa8-a8c4-cbebfdb7c819.wav'}","24"
"2026-01-12 09:49:07","mobile_topup","Show my bank balance.","{'type': 'mobile_topup', 'id': '', 'amount': 0, 'detected_language': 'english', 'name': '', 'bankName': '', 'mobileNumber': '', 'billType': '', 'billName': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '8c8a5537-2ea1-463a-929a-50b058010a07.wav'}","22"
"2026-01-12 09:48:57","","","","5"
"2026-01-12 09:48:53","unknown","Hello.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'e027eb9f-b061-4d45-bb72-fd429bb3c019.wav'}","17"
"2026-01-12 09:41:21","download_statement","Hello, open account statement.","{'statement_period_month': 'January', 'statement_period_year': '2026', 'type': 'download_statement', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'detected_language': 'english', 'file_id': '91659638-d5a4-4702-a541-f56ee42933ef.wav'}","20"
"2026-01-12 09:37:59","unknown","آمنہ وارث","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'ffa78111-3f74-4f14-80fc-91bd6e450b79.wav'}","19"
"2026-01-12 09:37:48","send_money","Pay 500 rupees for Ahmad Aslam.","{'id': '200616611', 'type': 'send_money', 'amount': 500.0, 'detected_language': 'english', 'name': 'AHMAD ASLAM', 'bankName': 'MEEZAN', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '4659c69e-2a19-4281-8cee-fa1934772270.wav'}","23"
"2026-01-12 09:36:58","send_money","پے فائیو ہنڈرڈ روپیز احمد اسلم","{'id': '200616611', 'type': 'send_money', 'amount': 500, 'detected_language': 'english', 'name': 'AHMAD ASLAM', 'bankName': 'MEEZAN', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '1d848cb0-c6d5-49f8-be5b-2c2e8206a01c.wav'}","25"
"2026-01-12 09:36:47","mobile_topup","If there is no speech in the audio, return empty text.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '1e45a271-dee7-4807-8a8b-3006a7268c02.wav'}","19"
"2026-01-12 09:36:35","mobile_topup","If there is no speech in the audio, return empty text.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '338b9ae8-34cf-49e8-af55-2d7b25590c5e.wav'}","19"
"2026-01-12 09:35:56","send_money","پے ٹو حمزہ 500 روپیز.","{'id': '', 'type': 'send_money', 'amount': 500.0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '8c46a82a-87c1-403f-afe7-fc275da94090.wav'}","24"
"2026-01-12 08:55:19","unknown","Send one thousand only.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'f2022f10-8476-4879-8cb2-0fe3a15746c1.wav'}","17"
"2026-01-12 08:44:43","unknown","اکاؤنٹ نمبر","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'ef230c5e-e21a-4aa0-9788-655603f4e441.wav'}","19"
"2026-01-12 08:42:35","unknown","is open","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '0b99e136-3058-4304-af87-24899354286b.wav'}","17"
"2026-01-12 08:42:19","pay_bill","عائشہ، یوسف، اور وائس اسسٹنٹ is new and still learning.","{'id': '', 'type': 'pay_bill', 'amount': 0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'd7e5c6a5-3ef5-4428-be08-0d2e7effa102.wav'}","22"
"2026-01-12 08:25:59","unknown","Hey, how are you?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '00f9505f-a946-48c7-9d62-45414da88d1c.wav'}","17"
"2026-01-12 08:22:57","unknown","Check my balance please.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '515d7dee-2462-48c0-b638-0b5677087a1a.wav'}","17"
"2026-01-12 08:22:47","unknown","Can you tell me what's my balance?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '8673b8c5-2781-494a-8f93-5afc7049149e.wav'}","17"
"2026-01-12 08:21:19","send_money","سینٹ روپے سواد تو محمد حسد خالد","{'id': '142171999', 'type': 'send_money', 'amount': 0, 'detected_language': 'urdu', 'name': 'MUHAMMAD HASSAN KHALID', 'bankName': 'UMBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'f0a8ae6b-fa43-40a4-8d53-acf45dcd84a7.wav'}","26"
"2026-01-12 07:37:41","mobile_topup","بھائی بیلنس","{'id': '', 'type': 'mobile_topup', 'amount': 0, 'detected_language': 'english', 'name': '', 'bankName': '', 'mobileNumber': '', 'billType': '', 'billName': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '129d983a-bccd-4485-958b-0721c2031f4e.wav'}","24"
"2026-01-12 07:37:27","unknown","My balance","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '90cb4503-9d04-4024-ba04-bcaf7dd93d66.wav'}","17"
"2026-01-12 07:37:10","unknown","لاز ڈیبٹ","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '2f7f3036-0e9c-4fe1-a572-bc847aadacf5.wav'}","19"
"2026-01-12 07:28:17","unknown","UBL Funds. What is that?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '0f7c71ee-c450-449c-bfac-49b2830f94ae.wav'}","17"
"2026-01-12 07:27:53","unknown","HBL funds","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '15df3147-2957-4075-a4eb-96fd0ad5d7fe.wav'}","17"
"2026-01-12 07:27:39","mobile_topup","If there is no speech in the audio, return empty text.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'c586df18-4e0e-4482-ad15-3ddae7ff6e67.wav'}","19"
"2026-01-12 07:14:16","unknown","money transfers","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'ed2e2238-6951-4791-a5c0-e415cf5d9b38.wav'}","17"
"2026-01-12 07:12:36","send_money","سینڈ ففٹی تھاؤزنڈ تو محمد ولید۔","{'id': '113718912', 'type': 'send_money', 'amount': 50000, 'detected_language': 'english', 'name': 'MUHAMMAD WALEED', 'bankName': 'MEEZAN', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '700a5b16-073e-4264-b137-c0da70d10b48.wav'}","25"
"2026-01-12 07:12:28","send_money","لائبہ بلال کو دو روپے سینڈ کر دو۔","{'id': '160506833', 'type': 'send_money', 'amount': 2, 'detected_language': 'urdu', 'name': 'LAIBA BILAWAL', 'bankName': 'UBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'e98fdd40-89df-457b-95c5-9c7508825afa.wav'}","26"
"2026-01-12 07:11:23","unknown","کیا حال ہے؟ کیا کیا کام کر سکتے ہو تم؟","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': 'c5e3500e-2348-4fe7-b0a7-75297a3e43d7.wav'}","19"
"2026-01-12 06:30:36","unknown","ہیلو، کیا حال ہے؟","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': '665c6833-c9ad-49f4-b77d-6e1b2b888d51.wav'}","19"
"2026-01-12 05:58:40","unknown","لیمٹ کیسے بڑھے گی؟","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': 'c860fe0a-19c6-403e-8b72-10e546439f24.wav'}","19"
"2026-01-12 05:58:29","unknown","لیمٹ کیسے بڑھے گی؟","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': '2b3b6721-36be-47d9-af2b-bbb4e5143d87.wav'}","19"
"2026-01-12 05:53:42","send_money","تھیس روپے داؤدزلا میڈونیشن کو آرڈینیٹ کر دیں۔","{'id': '', 'type': 'send_money', 'amount': 0, 'detected_language': 'urdu', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'd800f974-7c0c-4e0c-84a9-2db04e91c570.wav'}","25"
"2026-01-12 05:53:29","unknown","Thirty rupee donation to Dawat-e-Islami donations.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '8c46c2c5-1d0e-4e77-a54f-25caffadea85.wav'}","17"
"2026-01-12 05:53:17","","","","5"
"2026-01-12 05:49:45","pay_bill","If there is no speech in the audio, return empty text. CRITICAL: The audio may contain URDU or ENGLISH speech. Mentioned names are typically Pakistani names.Transcribe the Pakistani names in the audio correctly.The audio is a financial command for sending/transferring money. Commands may include: money transfers, bill payments, mobile top-ups, or statement requests. Numbers and amounts may be spoken in either language — always convert them into numeric digits. Mentioned names are typically Pakistani names.Focus on capturing beneficiary names, and bank names correctly. Ignore filler words.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '938e5fd1-ce5c-4bfd-b595-004fc7131d98.wav'}","19"
"2026-01-12 05:49:33","unknown","پے ڈونیشن ڈھاوہ دی اسلامیہ ڈونیشنز","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'e46d966a-3359-4729-b1c6-3a27a5735802.wav'}","19"
"2026-01-12 05:31:42","send_money","اگر آڈیو میں کوئی تقریر نہیں ہے تو خالی متن واپس کریں۔ اہم: آڈیو میں اردو یا انگریزی تقریر ہو سکتی ہے۔ مذکورہ نام عام طور پر پاکستانی نام ہیں۔ آڈیو میں پاکستانی ناموں کو صحیح طریقے سے نقل کریں۔ آڈیو ایک مالیاتی حکم ہے پیسہ بھیجنے/منتقل کرنے کے لیے۔ احکامات میں شامل ہو سکتے ہیں: پیسہ کی منتقلی، بل کی ادائیگی، موبائل ٹاپ اپس، یا بیان کی درخواست۔ نمبر اور مقداریں کسی بھی زبان میں بولی جا سکتی ہیں — ہمیشہ انہیں عددی اعداد میں تبدیل کریں۔ مذکورہ نام عام طور پر پاکستانی نام ہیں۔ فائدہ اٹھانے والے کے نام اور بینک کے نام کو صحیح طریقے سے پکڑنے پر توجہ دیں۔ فلر الفاظ کو نظر انداز کریں۔","{'id': '', 'type': 'mobile_topup', 'amount': 1.0, 'detected_language': 'urdu', 'name': '', 'bankName': '', 'mobileNumber': '', 'billType': '', 'billName': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '70a087df-3d88-40ef-b715-c86c0dc9136f.wav'}","24"
"2026-01-12 05:14:16","unknown","کارلون","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '6f44a125-2230-4235-ac6a-aac6bc229ece.wav'}","19"
"2026-01-12 05:14:08","mobile_topup","I wanna apply for car loan.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'cdb0ee9a-4ee8-4d5e-834d-ec6835a4b1d2.wav'}","19"
"2026-01-12 05:14:00","unknown","کارلون","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '1ae91a00-0bce-4d0b-8fdb-386892cae2dd.wav'}","19"
"2026-01-12 05:13:49","unknown","کلا","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '3cb46a01-f1db-4a8e-af39-fa75de8af431.wav'}","19"
"2026-01-12 05:12:14","pay_bill","Add a new pay with EasyPaisa account.","{'id': '', 'type': 'pay_bill', 'amount': 0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '2b959e3c-2a48-48b3-9044-2815491850ff.wav'}","20"
"2026-01-12 05:12:08","unknown","Hello","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '9ab34358-4f09-4a9f-a22e-76cea7175cad.wav'}","17"
"2026-01-12 05:11:21","pay_bill","had a new pay with easy paisa account","{'id': '', 'type': 'pay_bill', 'amount': 0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'e533c1cc-37bd-45ec-823c-ded35acd5c97.wav'}","20"
"2026-01-12 05:05:47","","","","5"
"2026-01-12 05:05:01","download_statement","اکاؤنٹ اسٹیٹمنٹ","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': '5eea4823-0427-454e-bebb-d60a21124769.wav'}","20"
"2026-01-12 05:04:22","unknown","Show me my status.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'e9f86241-6007-4cdd-8cec-b6814bd8868f.wav'}","17"
"2026-01-12 05:04:12","unknown","Hello","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '4970175a-c576-460b-a725-770e9f1ba0c6.wav'}","17"
"2026-01-12 04:49:04","unknown","جفد سلیم","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '9cad59c5-85b9-41e4-bc62-e58336a93387.wav'}","19"
"2026-01-12 04:48:52","unknown","محمد سلیم","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'b5c5bb68-6bd7-435c-a59a-747293b9adfe.wav'}","19"
"2026-01-12 04:48:41","unknown","محمد سلیم","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'ffc942bf-6eba-4033-9e3a-0ba07c37cf94.wav'}","19"
"2026-01-12 04:42:54","unknown","ساقب","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '4e51a11b-ad48-4a39-8882-96c510679484.wav'}","19"
"2026-01-12 04:42:21","unknown","ناغری مارو۔","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '6ba9aa60-2cb4-46ad-a3c9-a9d716fefc0d.wav'}","19"
"2026-01-12 04:28:27","unknown","Hey, you okay?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '0d16bdc5-8d6a-4009-88c7-b8bf30555b21.wav'}","17"
"2026-01-12 04:21:58","send_money","Transfer 3600 to Muhammad Awais Akhtar.","{'id': '202222863', 'type': 'send_money', 'amount': 3600.0, 'detected_language': 'english', 'name': 'MUHAMMAD AWAIS AKHTAR', 'bankName': 'Easypaisa', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '9e6bfb93-f89e-409d-ae6e-6956284dbabc.wav'}","23"
"2026-01-12 04:21:43","send_money","ٹرانسفر تھرٹی سکس ہنڈرڈ ٹو محمد اویس اختر","{'id': '28608655', 'type': 'send_money', 'amount': 3600, 'detected_language': 'english', 'name': 'MUHAMMAD OWAIS', 'bankName': 'JazzCash', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '3be2d760-a3f4-4a38-a1e9-209dbb4943c9.wav'}","26"
"2026-01-12 04:21:02","send_money","Transfer 3600 to Muhammad Abbas Akhtar from my second account.","{'id': '38635041', 'type': 'send_money', 'amount': 3600.0, 'detected_language': 'english', 'name': 'MUHAMMAD AHMED ABBAS RANA', 'bankName': 'Alfalah ', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'edec5117-8fdf-49ad-a3d4-cccb66135afb.wav'}","23"
"2026-01-12 04:20:51","download_statement","چار سو چھتیس سوڑڈ محمد اویس اختر فرام دا اکاؤنٹ اینڈنگ تھری زیرو تھری","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '24205fdb-d8ac-45e7-bf36-021d4da72295.wav'}","20"
"2026-01-12 04:19:38","send_money","ٹرانسفر ففٹی فائیو ہنڈریڈ ٹو محمد اویس اختر","{'id': '202222863', 'type': 'send_money', 'amount': 5500, 'detected_language': 'english', 'name': 'MUHAMMAD AWAIS AKHTAR', 'bankName': 'Easypaisa', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '015f0973-afe7-4cc9-8938-b413b0700d86.wav'}","26"
"2026-01-12 04:19:13","send_money","Transfer 5500 to Muhammad Awais.","{'id': '34221660', 'type': 'send_money', 'amount': 5500.0, 'detected_language': 'english', 'name': 'MUHAMMAD AWAIS', 'bankName': 'BAHL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'd3cef861-5db0-436b-952d-866e673c407e.wav'}","23"
"2026-01-12 04:19:01","pay_bill","If there is no speech in the audio, return empty text. CRITICAL: The audio may contain URDU or ENGLISH speech. Mentioned names are typically Pakistani names.Transcribe the Pakistani names in the audio correctly.The audio is a financial command for sending/transferring money. Commands may include: money transfers, bill payments, mobile top-ups, or statement requests. Numbers and amounts may be spoken in either language — always convert them into numeric digits. Mentioned names are typically Pakistani names.Focus on capturing beneficiary names, and bank names correctly. Ignore filler words.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '4b4be3f8-a391-4f42-8114-df5719e2c1ad.wav'}","19"
"2026-01-12 04:18:42","send_money","Transfer ten thousand to Hooria Saeed.","{'id': '53652558', 'type': 'send_money', 'amount': 10000.0, 'detected_language': 'english', 'name': 'HOORIA SAEED', 'bankName': 'Alfalah ', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '954b93b7-b16c-43bd-b00e-5421740b5466.wav'}","23"
"2026-01-12 04:18:29","unknown","Transfer","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '90b853f4-bf8e-4255-8603-a324f75e1339.wav'}","17"
"2026-01-12 04:13:52","unknown","کیا حال ہے؟ کوئی ٹھیک۔","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': '7bfd7192-f651-43c3-b30b-b284649f8a74.wav'}","19"
"2026-01-12 04:06:49","mobile_topup","شو بیلنس","{'type': 'mobile_topup', 'id': '', 'amount': 0, 'detected_language': 'english', 'name': '', 'bankName': '', 'mobileNumber': '', 'billType': '', 'billName': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '4ba45e4c-2c59-4350-b0c2-964473c86ad7.wav'}","24"
"2026-01-12 03:47:45","unknown","Fifteen rupees","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '3d2fac49-2218-40b2-83f3-110742ec30ba.wav'}","17"
"2026-01-12 03:47:29","unknown","پچیس ہزار","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '80dc8a13-7864-4c09-bbac-b102bd4a06bf.wav'}","19"
"2026-01-12 03:47:07","send_money","Send money to Salman Akhtar Mohmandipur, 20,000 rupees.","{'id': '72979271', 'type': 'send_money', 'amount': 20000, 'detected_language': 'english', 'name': 'Suleman Akhtar mohdinpur', 'bankName': 'BAHL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '6cb034e7-1c3b-46db-b9f2-daa9dc4573b8.wav'}","24"
"2026-01-12 03:47:02","unknown","امد منیب","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'a05344ac-1173-4df7-a57e-b7616a17ee65.wav'}","19"
"2026-01-12 03:46:56","unknown","ابن منی۔","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '07cce936-b980-4212-86ff-ca2281fe6c06.wav'}","19"
"2026-01-12 03:46:31","unknown","انیس","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '696dc06c-edc3-41d8-8e92-d87f1c831e25.wav'}","19"
